"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status","Upload Status"
"holen-3-pc-table-set","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM44003NT-C-WB-3_f1e258f7-8da7-4d2e-b26d-2d61bc9a2a6b.jpg?v=1773920428","5","holen-3-pc-table-set","","","","","","","","active",""
"holen-3-pc-table-set","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM44003NT-E-WB-3.jpg?v=1773920428","6","holen-3-pc-table-set","","","","","","","","active",""
"findlay-3-pc-table-set","FINDLAY 3 Pc. Table Set","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with FINDLAY, styled in Contemporary and designed for everyday comfort.<br>
This living table set is made to fit naturally into the room. With Paper, Rubberwood, Engineered Wood and Black or Brown or Black &amp; White or Gray or Light Gray or White tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: COFFEE TABLE: 47.5""W X 24""D X 16""H, END TABLE: 18.5""W X 21""D X 19""H<br>
Size: Varies by variant</p>

<p>Features<br>
- Paper<br>
- Rubberwood<br>
- Engineered Wood<br>
- Faux Marble Top<br>
- Solid Wood Legs<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: Black | Dimensions: COFFEE TABLE: 47.5""W X 24""D X 16""H, END TABLE: 18.5""W X 21""D X 19""H | Weight: 53 lbs | Shipping (LxWxH): 49.8 x 26 x 6.1 in | Volume: 4.6 cuft</strong><br>
- <strong>Size: - | Color: Brown | Dimensions: COFFEE TABLE: 47.5""W X 24""D X 16""H, END TABLE: 18.5""W X 21""D X 19""H | Weight: 15 lbs | Shipping (LxWxH): 49.8 x 26 x 6.1 in | Volume: 4.6 cuft</strong><br>
- <strong>Size: - | Color: Black &amp; White | Dimensions: COFFEE TABLE: 47.5""W X 24""D X 16""H, END TABLE: 18.5""W X 21""D X 19""H | Weight: 25 lbs | Shipping (LxWxH): 49.8 x 26 x 6.1 in | Volume: 4.6 cuft</strong><br>
- <strong>Size: - | Color: Gray | Dimensions: COFFEE TABLE: 47.5""W X 24""D X 16""H, END TABLE: 18.5""W X 21""D X 19""H | Weight: 25 lbs | Shipping (LxWxH): 49.8 x 26 x 6.1 in | Volume: 4.6 cuft</strong><br>
- <strong>Size: - | Color: Light Gray | Dimensions: COFFEE TABLE: 47.5""W X 24""D X 16""H, END TABLE: 18.5""W X 21""D X 19""H | Weight: 25 lbs | Shipping (LxWxH): 49.8 x 26 x 6.1 in | Volume: 4.6 cuft</strong><br>
- <strong>Size: - | Color: White | Dimensions: COFFEE TABLE: 47.5""W X 24""D X 16""H, END TABLE: 18.5""W X 21""D X 19""H | Weight: 25 lbs | Shipping (LxWxH): 49.8 x 26 x 6.1 in | Volume: 4.6 cuft</strong><br>
</p>

<p>Materials: Paper, Rubberwood, Engineered Wood.<br>
Color: Black or Brown or Black &amp; White or Gray or Light Gray or White<br>
Weight: 15 - 53 lbs</p>","GOODDEGG","","Table Set","2026, FINDLAY, Furniture of America, Indoor Furniture, Living, LIVING ROOM FURNITURE, New Arrival, Quick Ship Furniture, Table Set","true","Color","Black","","","","","","","","FM42900BK-3PK","24039.987376867","shopify","20","deny","manual","267.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900BK-3PK-1.jpg?v=1773920426","1","findlay-3-pc-table-set","false","FINDLAY 3 Pc. Table Set","Shop FINDLAY 3 Pc. Table Set. Contemporary style. Paper, Rubberwood build. Multiple colors available. Free shipping. Buy now at GOODDEGG.","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900BK-3PK-1.jpg?v=1773920426","lb","","119.00","active",""
"findlay-3-pc-table-set","","","","","","","","","Brown","","","","","","","","FM42900BR-3PK","6804.021627711","shopify","20","deny","manual","237.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM37006GY-T-WB-9.jpg?v=1773920427","2","findlay-3-pc-table-set","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900BR-3PK-1.jpg?v=1773920427","lb","","99.00","active",""
"findlay-3-pc-table-set","","","","","","","","","Black & White","","","","","","","","FM42900BW-3PK","11339.990686948","shopify","20","deny","manual","267.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900BR-3PK-1.jpg?v=1773920427","3","findlay-3-pc-table-set","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900BW-3PK-1_48ebaace-b621-4fbb-82a3-8023c384466e.jpg?v=1773920426","lb","","119.00","active",""
"findlay-3-pc-table-set","","","","","","","","","Gray","","","","","","","","FM42900GY-3PK","11339.990686948","shopify","20","deny","manual","237.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900BR-3PK-WB-4.jpg?v=1773920427","4","findlay-3-pc-table-set","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900GY-3PK-1_d984daf0-04e7-4c62-9f6f-9a92c33d5648.jpg?v=1773920426","lb","","99.00","active",""
"findlay-3-pc-table-set","","","","","","","","","Light Gray","","","","","","","","FM42900LG-3PK","11339.990686948","shopify","20","deny","manual","237.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900BW-3PK-1_48ebaace-b621-4fbb-82a3-8023c384466e.jpg?v=1773920426","5","findlay-3-pc-table-set","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900LG-3PK-1.jpg?v=1773920427","lb","","99.00","active",""
"findlay-3-pc-table-set","","","","","","","","","White","","","","","","","","FM42900WH-3PK","11339.990686948","shopify","20","deny","manual","267.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900BW-3PK-WB-4_9b2fa6d0-36c7-4f28-9cfd-4cf14c50ba07.jpg?v=1773920427","6","findlay-3-pc-table-set","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900WH-3PK-1_5bb81621-3fcd-4cde-83f4-626481046055.jpg?v=1773920426","lb","","119.00","active",""
"findlay-3-pc-table-set","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900GY-3PK-1_d984daf0-04e7-4c62-9f6f-9a92c33d5648.jpg?v=1773920426","7","findlay-3-pc-table-set","","","","","","","","active",""
"findlay-3-pc-table-set","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900GY-3PK-WB-4.jpg?v=1773920426","8","findlay-3-pc-table-set","","","","","","","","active",""
"findlay-3-pc-table-set","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900LG-3PK-1.jpg?v=1773920427","9","findlay-3-pc-table-set","","","","","","","","active",""
"findlay-3-pc-table-set","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900LG-3PK-WB-4_38db194f-f9e6-4bac-b7d7-cc57d652fa05.jpg?v=1773920426","10","findlay-3-pc-table-set","","","","","","","","active",""
"findlay-3-pc-table-set","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900WH-3PK-1_5bb81621-3fcd-4cde-83f4-626481046055.jpg?v=1773920426","11","findlay-3-pc-table-set","","","","","","","","active",""
"findlay-3-pc-table-set","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42900WH-3PK-WB-4_a2195acb-8d8b-4091-95fd-9d011b8fdfbe.jpg?v=1773920427","12","findlay-3-pc-table-set","","","","","","","","active",""
"borup-3-pc-table-set","BORUP 3 Pc. Table Set","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with BORUP, styled in Rustic and designed for everyday comfort.<br>
This living table set is made to fit naturally into the room. With Paper, Metal, Engineered Wood and Dark Brown/Black or Natural/Black tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: COFFEE TABLE: 31.5""W X 30.5""D X 18""H, END TABLE: 15.5""W X 15""D X 23""H<br>
Size: Varies by variant</p>

<p>Features<br>
- Paper<br>
- Metal<br>
- Engineered Wood<br>
- Decorative Wrought Metal Side w/ Abstract Shapes<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: Dark Brown/Black | Dimensions: COFFEE TABLE: 31.5""W X 30.5""D X 18""H, END TABLE: 15.5""W X 15""D X 23""H | Shipping (LxWxH): 37.2 x 34.5 x 5.1 in | Volume: 3.8 cuft</strong><br>
- <strong>Size: - | Color: Natural/Black | Dimensions: COFFEE TABLE: 31.5""W X 30.5""D X 18""H, END TABLE: 15.5""W X 15""D X 23""H | Shipping (LxWxH): 37.2 x 34.5 x 5.1 in | Volume: 3.8 cuft</strong><br>
</p>

<p>Materials: Paper, Metal, Engineered Wood.<br>
Color: Dark Brown/Black or Natural/Black<br>
Weight: Varies by variant</p>","GOODDEGG","","Table Set","2026, BORUP, Furniture of America, Indoor Furniture, Living, LIVING ROOM FURNITURE, New Arrival, Quick Ship Furniture, Table Set","true","Color","Dark Brown/Black","","","","","","","","FM42902DB-3PK","0.0","shopify","20","deny","manual","267.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42902DB-1_0541557b-e715-4595-a266-b5d8afda034e.jpg?v=1773920424","1","borup-3-pc-table-set","false","BORUP 3 Pc. Table Set","Shop BORUP 3 Pc. Table Set. Rustic style. Paper, Metal build. Multiple colors available. Free shipping. Buy now at GOODDEGG.","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42902DB-1_0541557b-e715-4595-a266-b5d8afda034e.jpg?v=1773920424","lb","","109.00","active",""
"borup-3-pc-table-set","","","","","","","","","Natural/Black","","","","","","","","FM42902NT-3PK","0.0","shopify","20","deny","manual","267.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42902NT-1_f4dd3c82-aaba-462f-ad6b-1e30bc38ef4f.jpg?v=1773920424","2","borup-3-pc-table-set","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM42902NT-1_f4dd3c82-aaba-462f-ad6b-1e30bc38ef4f.jpg?v=1773920424","lb","","109.00","active",""
"vardo-side-table","VARDO Side Table","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with VARDO Side Table, styled in Mid-Century Modern and designed for everyday comfort. Built as a living side table, it pairs well with a wide range of interiors. With Solid Wood, Engineered Wood, Wood Veneer and Walnut tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 19.5""W X 19.5""D X 19.5""H</p>

<p>Features<br>
- Made with solid wood &amp; wood veneer</p>

<p>Materials: Solid Wood, Engineered Wood, Wood Veneer.<br>
Color: Walnut<br>
Weight: 11 lbs</p>","GOODDEGG","","Side Table","2026, Furniture of America, Indoor Furniture, Living, LIVING ROOM FURNITURE, New Arrival, Quick Ship Furniture, Side Table, VARDO","true","Title","Default Title","","","","","","","","FM-AC203WN","4990.015021607","shopify","20","deny","manual","147.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC203WN-1_b0503c08-781e-4dd5-99e8-89ad342fb7f3.jpg?v=1773920424","1","vardo-side-table","false","VARDO Side Table","Shop VARDO Side Table. Mid-Century Modern style. Solid Wood, Engineered Wood build. Color: Walnut. Free shipping. Buy now at GOODDEGG.","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC203WN-1_b0503c08-781e-4dd5-99e8-89ad342fb7f3.jpg?v=1773920424","lb","","79.00","active",""
"vardo-side-table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC203WN-SET-1_8850bf4c-2acf-4f9f-94ed-e0e627186c30.jpg?v=1773920424","2","vardo-side-table","","","","","","","","active",""
"northwich-side-table","NORTHWICH Side Table","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with NORTHWICH Side Table, styled in Contemporary and designed for everyday comfort. Built as a living side table, it pairs well with a wide range of interiors. With Sintered Stone, Stainless Steel and White or Matte Gold tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 22""W X 20""D X 22""H</p>

<p>Materials: Sintered Stone, Stainless Steel.<br>
Color: White or Matte Gold<br>
Weight: 56 lbs</p>","GOODDEGG","","Side Table","2026, Furniture of America, Indoor Furniture, Living, LIVING ROOM FURNITURE, New Arrival, NORTHWICH, Quick Ship Furniture, Side Table","true","Title","Default Title","","","","","","","","FM47005WH-ST-TABLE","25400.991283052","shopify","20","deny","manual","567.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM47005WH-1_6949880a-3d1e-49a7-afd3-6b754a33375b.jpg?v=1773920423","1","northwich-side-table","false","NORTHWICH Side Table","Shop NORTHWICH Side Table. Contemporary style. Sintered Stone, Stainless Steel build. Color: White/Matte Gold. Free shipping. Buy now at GOODDEGG.","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM47005WH-1_6949880a-3d1e-49a7-afd3-6b754a33375b.jpg?v=1773920423","lb","","199.00","active",""
"northwich-side-table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM47005WH-ST-TOP_f50fda12-3471-4945-8e77-4385609fd089.jpg?v=1773920423","2","northwich-side-table","","","","","","","","active",""
"garibaldi-side-table","GARIBALDI Side Table","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with GARIBALDI Side Table and its Rustic Farmhouse character. This living side table is made to fit naturally into the room. Finished in Brown or Gray tones, the Paper, Engineered Wood, Metal build balances durability with visual appeal.<br>
Product Dimensions: 16""W X 14""D X 23""H</p>

<p>Materials: Paper, Engineered Wood, Metal.<br>
Color: Brown or Gray<br>
Weight: 25.1 lbs</p>","GOODDEGG","","Side Table","2026, Furniture of America, GARIBALDI, Indoor Furniture, Living, LIVING ROOM FURNITURE, New Arrival, Quick Ship Furniture, Side Table","true","Title","Default Title","","","","","","","","SL-AC4002","11384.987050052","shopify","20","deny","manual","87.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SL-AC4002-1.jpg?v=1773920422","1","garibaldi-side-table","false","GARIBALDI Side Table","Shop GARIBALDI Side Table. Rustic Farmhouse style. Paper, Engineered Wood build. Color: Brown/Gray. Free shipping. Buy now at GOODDEGG.","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SL-AC4002-1.jpg?v=1773920422","lb","","49.00","active",""
"garibaldi-side-table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SL-AC4002-WB-2.jpg?v=1773920422","2","garibaldi-side-table","","","","","","","","active",""
"garibaldi-side-table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SL-AC4002-WB-4_159262f6-a971-465f-88b7-32875c127384.jpg?v=1773920422","3","garibaldi-side-table","","","","","","","","active",""
"chiloquin-side-table","CHILOQUIN Side Table","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
CHILOQUIN Side Table adds a Mid-century Modern touch while keeping the room feeling warm and welcoming. As a living side table, it is designed to complement your space. Crafted from Velvet, Stainless Steel, Engineered Wood, it is finished in Natural tones that pair easily with surrounding decor.<br>
Product Dimensions: 22""W X 16""D X 18""H</p>

<p>Materials: Velvet, Stainless Steel, Engineered Wood.<br>
Color: Natural<br>
Weight: 35.9 lbs</p>","GOODDEGG","","Side Table","2026, CHILOQUIN, Furniture of America, Indoor Furniture, Living, LIVING ROOM FURNITURE, New Arrival, Quick Ship Furniture, Side Table","true","Title","Default Title","","","","","","","","SL-AC4003","16284.011442237","shopify","20","deny","manual","117.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SL-AC4003-1_b788617a-f869-47ab-ae15-9622dc26ea78.jpg?v=1773920421","1","chiloquin-side-table","false","CHILOQUIN Side Table","Shop CHILOQUIN Side Table. Mid-century Modern style. Velvet, Stainless Steel build. Color: Natural. Free shipping. Buy now at GOODDEGG.","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SL-AC4003-1_b788617a-f869-47ab-ae15-9622dc26ea78.jpg?v=1773920421","lb","","59.00","active",""
"chiloquin-side-table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SL-AC4003-WB-4.jpg?v=1773920421","2","chiloquin-side-table","","","","","","","","active",""
"chiloquin-side-table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SL-AC4003-WB-6_67fd81c2-b1de-48ec-ac06-14d849abf954.jpg?v=1773920421","3","chiloquin-side-table","","","","","","","","active",""
"chiloquin-side-table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SL-AC4003-WB-7.jpg?v=1773920421","4","chiloquin-side-table","","","","","","","","active",""
"belp-accent-chair-side-table","BELP Accent Chair Side Table","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
BELP Accent Chair adds a Mid-Century Modern touch while keeping the room feeling warm and welcoming. As a living side table, it is designed to complement your space. Crafted from Fabric, Solid Wood, Engineered Wood, Wood Veneer, it is finished in Walnut or Beige tones that pair easily with surrounding decor.<br>
Product Dimensions: 23""W X 29""D X 29""H</p>

<p>Features<br>
- Made with solid wood &amp; wood veneer</p>

<p>Materials: Fabric, Solid Wood, Engineered Wood, Wood Veneer.<br>
Color: Walnut or Beige<br>
Weight: 24.2 lbs</p>","GOODDEGG","","Side Table","2026, BELP, Furniture of America, Indoor Furniture, Living, LIVING ROOM FURNITURE, New Arrival, Quick Ship Furniture, Side Table","true","Title","Default Title","","","","","","","","FM-AC201WN","10976.980713237","shopify","20","deny","manual","267.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC201WN-1_099c03b4-3ffc-4270-985e-16e1aa512479.jpg?v=1773920420","1","belp-accent-chair-side-table","false","BELP Accent Chair Side Table","Shop BELP Accent Chair Side Table. Mid-Century Modern style. Fabric, Solid Wood build. Color: Walnut/Beige. Free shipping. Buy now at GOODDEGG.","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC201WN-1_099c03b4-3ffc-4270-985e-16e1aa512479.jpg?v=1773920420","lb","","119.00","active",""
"belp-accent-chair-side-table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC200WN-SET-1_6dbd87b3-05b6-493c-9404-bb420860bc68.jpg?v=1773920420","2","belp-accent-chair-side-table","","","","","","","","active",""
"spiez-accent-chair","SPIEZ Accent Chair","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
SPIEZ Accent Chair brings a Mid-Century Modern look to your home with a refined, comfortable feel. As a living chair, it is designed to complement your space. The Fabric, Solid Wood, Engineered Wood, Wood Veneer construction is complemented by Walnut or Beige tones for a polished look.<br>
Product Dimensions: 24.5""W X 27""D X 28""H</p>

<p>Features<br>
- Made with solid wood &amp; wood veneer</p>

<p>Materials: Fabric, Solid Wood, Engineered Wood, Wood Veneer.<br>
Color: Walnut or Beige<br>
Weight: 22 lbs</p>","GOODDEGG","","Chair","2026, Chair, Furniture of America, Indoor Furniture, Living, LIVING ROOM FURNITURE, New Arrival, Quick Ship Furniture, SPIEZ","true","Title","Default Title","","","","","","","","FM-AC202WN","9978.986780763","shopify","20","deny","manual","207.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC202WN-1.jpg?v=1773920420","1","spiez-accent-chair","false","SPIEZ Accent Chair","Shop SPIEZ Accent Chair. Mid-Century Modern style. Fabric, Solid Wood build. Color: Walnut/Beige. Free shipping. Buy now at GOODDEGG.","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC202WN-1.jpg?v=1773920420","lb","","119.00","active",""
"spiez-accent-chair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC200WN-SET-1_232d5bed-bc2f-407c-8bc7-77f3e1171bef.jpg?v=1773920420","2","spiez-accent-chair","","","","","","","","active",""
"arth-side-table-chair","ARTH Side Table Chair","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
ARTH Side Table adds a Mid-Century Modern touch while keeping the room feeling warm and welcoming. Built as a living chair, it pairs well with a wide range of interiors. Crafted from Solid Wood, Engineered Wood, Wood Veneer, it is finished in Walnut tones that pair easily with surrounding decor.<br>
Product Dimensions: 23.5""W X 23.5""D X 19.5""H</p>

<p>Features<br>
- Made with solid wood &amp; wood veneer</p>

<p>Materials: Solid Wood, Engineered Wood, Wood Veneer.<br>
Color: Walnut<br>
Weight: 15.4 lbs</p>","GOODDEGG","","Chair","2026, ARTH, Chair, Furniture of America, Indoor Furniture, Living, LIVING ROOM FURNITURE, New Arrival, Quick Ship Furniture","true","Title","Default Title","","","","","","","","FM-AC200WN","6985.004983341","shopify","20","deny","manual","147.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC200WN-1_e00d4341-9860-4809-9f6e-ff38b75111aa.jpg?v=1773920419","1","arth-side-table-chair","false","ARTH Side Table Chair","Shop ARTH Side Table Chair. Mid-Century Modern style. Solid Wood, Engineered Wood build. Color: Walnut. Free shipping. Buy now at GOODDEGG.","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC200WN-1_e00d4341-9860-4809-9f6e-ff38b75111aa.jpg?v=1773920419","lb","","79.00","active",""
"arth-side-table-chair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC200WN-SET-1_6788a5d0-d9e4-4eb7-9c05-accb1c25a15f.jpg?v=1773920419","2","arth-side-table-chair","","","","","","","","active",""
"xanthus-sofa-table","XANTHUS Sofa Table","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
XANTHUS Sofa Table brings a Contemporary look to your home with a refined, comfortable feel. As a living sofa table, it is designed to complement your space. The Steel, Glass, construction is complemented by Black tones for a polished look.<br>
Product Dimensions: 48""L X 18""W X 29""H</p>

<p>Materials: Steel, Glass.<br>
Color: Black<br>
Weight: 51.9 lbs</p>","GOODDEGG","","Sofa Table","2026, Furniture of America, Indoor Furniture, Living, LIVING ROOM FURNITURE, New Arrival, Quick Ship Furniture, Sofa Table, XANTHUS","true","Title","Default Title","","","","","","","","CM4191BK-S-TABLE","23540.99041063","shopify","20","deny","manual","687.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM4191BK-S-1_31557939-3eb1-4a00-962c-fdf223a38c1a.jpg?v=1773920418","1","xanthus-sofa-table","false","XANTHUS Sofa Table","Shop XANTHUS Sofa Table. Contemporary style. Steel, Glass build. Color: Black. Free shipping. Buy now at GOODDEGG.","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM4191BK-S-1_31557939-3eb1-4a00-962c-fdf223a38c1a.jpg?v=1773920418","lb","","249.00","active","not uploaded"
"xanthus-sofa-table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM4191BK-1_4cbf25c1-796f-492a-a1a6-5167f8019c44.jpg?v=1773920418","2","xanthus-sofa-table","","","","","","","","active","not uploaded"
"wetzikon-sofa-table","WETZIKON Sofa Table","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with WETZIKON, styled in Glam and designed for everyday comfort.<br>
This living sofa table is made to fit naturally into the room. With Metal, Glass and Black/Silver or White/Silver tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 55""L X 16""W X 30""H<br>
Size: Varies by variant</p>

<p>Features<br>
- Metal<br>
- Glass<br>
- Stainless Steel Construction<br>
- Beveled Tempered Glass Top<br>
- Cabriole-style Legs<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: Black/Silver | Dimensions: 55""L X 16""W X 30""H | Weight: 64.26 lbs | Volume: 5.5 cuft</strong><br>
- <strong>Size: - | Color: White/Silver | Dimensions: 55""L X 16""W X 30""H | Weight: 64.26 lbs | Volume: 5.5 cuft</strong><br>
</p>

<p>Materials: Metal, Glass.<br>
Color: Black/Silver or White/Silver<br>
Weight: 64.26 lbs</p>","GOODDEGG","","Sofa Table","2026, Furniture of America, Indoor Furniture, Living, LIVING ROOM FURNITURE, New Arrival, Quick Ship Furniture, Sofa Table, WETZIKON","true","Color","Black/Silver","","","","","","","","CM4903BK-S-TABLE","29147.981773911","shopify","20","deny","manual","777.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM4903BK-S-1_d759105e-62cb-4789-a89d-e7212279b5b6.jpg?v=1773920418","1","wetzikon-sofa-table","false","WETZIKON Sofa Table","Shop WETZIKON Sofa Table. Glam style. Metal, Glass build. Multiple colors available. Free shipping. Buy now at GOODDEGG.","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM4903BK-S-1_d759105e-62cb-4789-a89d-e7212279b5b6.jpg?v=1773920418","lb","","249.00","active","not uploaded"
"wetzikon-sofa-table","","","","","","","","","White/Silver","","","","","","","","CM4903WH-S-TABLE","29147.981773911","shopify","20","deny","manual","777.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM4903BK-1-Z_5b7f3566-6ff6-4eb0-8fae-88f684f3d597.jpg?v=1773920418","2","wetzikon-sofa-table","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM4903WH-S-1_2c5e4c95-caae-4252-afe1-1465c5220cbe.jpg?v=1773920417","lb","","249.00","active","not uploaded"
"wetzikon-sofa-table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM4903WH-S-1_2c5e4c95-caae-4252-afe1-1465c5220cbe.jpg?v=1773920417","3","wetzikon-sofa-table","","","","","","","","active","not uploaded"
"wetzikon-sofa-table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM4903WH-1-Z_6edc6959-39de-48c4-b830-8d57e8185d6d.jpg?v=1773920417","4","wetzikon-sofa-table","","","","","","","","active","not uploaded"
