Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
alba-patio-wooden-bench,ALBA Patio Wooden Bench,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with ALBA Patio Wooden Bench and its Contemporary character. This outdoor bench is made to fit naturally into the room. Finished in Antique Oak or Black tones, the Cast Iron, Wood build balances durability with visual appeal.<br>
Product Dimensions: 49 1/4""L X 23 3/4""W X 31""H</p>

<p>Materials: Cast Iron, Wood.<br>
Color: Antique Oak or Black<br>
Weight: 48.4 lbs</p>",GOODDEGG,Furniture > Benches,Bench,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Bench, ALBA, LIVING ROOM FURNITURE",TRUE,Color,Antique Oak/Black,,,,,,,,CM-OB1806,21954,shopify,20,deny,manual,207,,TRUE,FALSE,,,,,,CM-OB1806-Z.jpg,1,alba-patio-wooden-bench,FALSE,ALBA Patio Wooden Bench,"Shop ALBA Patio Wooden Bench. Contemporary style. Cast Iron, Wood build. Color: Antique Oak/Black. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OB1806-Z.jpg,lb,,79,active
alba-patio-wooden-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OB1806-DETAIL.jpg,2,alba-patio-wooden-bench,,,,,,,,
bordeaux-bench,BORDEAUX Bench,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
BORDEAUX Bench brings a Contemporary look to your home with a refined, comfortable feel. This outdoor bench is made to fit naturally into the room. The Aluminum, Stainless Steel, Polyspun Fabric construction is complemented by Natural or Beige tones for a polished look.<br>
Product Dimensions: 57""W X 16.5""D X 18.5""H</p>

<p>Materials: Aluminum, Stainless Steel, Polyspun Fabric.<br>
Color: Natural or Beige<br>
Weight: 26.41 lbs</p>",GOODDEGG,Furniture > Benches,Bench,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Bench, BORDEAUX, LIVING ROOM FURNITURE",TRUE,Color,Natural/Beige,,,,,,,,GM-2021,11979,shopify,20,deny,manual,390,,TRUE,FALSE,,,,,,GM-2021-WB-1.jpg,1,bordeaux-bench,FALSE,BORDEAUX Bench,"Shop BORDEAUX Bench. Contemporary style. Aluminum, Stainless Steel build. Color: Natural/Beige. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2021-WB-1.jpg,lb,,150,active
bordeaux-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-2017-6PC.jpg,2,bordeaux-bench,,,,,,,,
borkum-garden-bench,BORKUM Garden Bench,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with BORKUM Garden Bench and its Rustic character. This outdoor bench is made to fit naturally into the room. Finished in Natural tones, the Acacia Wood build balances durability with visual appeal.<br>
Product Dimensions: 48""W X 22 1/2""D X 33 1/2""H</p>

<p>Materials: Acacia Wood.<br>
Color: Natural<br>
Weight: 27.56 lbs</p>",GOODDEGG,Furniture > Benches,Bench,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Bench, BORKUM, LIVING ROOM FURNITURE",TRUE,Color,Natural,,,,,,,,GM-1017,12501,shopify,20,deny,manual,147,,TRUE,FALSE,,,,,,GM-1017-1.jpg,1,borkum-garden-bench,FALSE,BORKUM Garden Bench,Shop BORKUM Garden Bench. Rustic style. Acacia Wood build. Color: Natural. Free shipping. Buy now at GOODDEGG.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1017-1.jpg,lb,,59,active
johari-patio-bench,JOHARI Patio Bench,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
JOHARI Patio Bench is designed to complement your space with a balanced, versatile look. Built as a outdoor bench, it pairs well with a wide range of interiors.<br>
Product Dimensions: 58""W X 29""D X 25.5""H (SEAT HT: 16.5"")<br>
Weight: 52.8 lbs</p>",GOODDEGG,Furniture > Benches,Bench,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Bench, JOHARI, LIVING ROOM FURNITURE",TRUE,Type,Single Item,,,,,,,,FM80016NT-BN,23950,shopify,20,deny,manual,690,,TRUE,FALSE,,,,,,FM80016NT-4PC-BN-1.jpg,1,johari-patio-bench,FALSE,JOHARI Patio Bench,Shop JOHARI Patio Bench. Free shipping. Buy now at GOODDEGG.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80016NT-4PC-BN-1.jpg,lb,,280,active
minot-patio-steel-bench,MINOT Patio Steel Bench,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with MINOT Patio Steel Bench, styled in Contemporary and designed for everyday comfort. Built as a outdoor bench, it pairs well with a wide range of interiors. With Steel and Black tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 50 2/5""L X 20""W X 33 7/8""H</p>

<p>Materials: Steel.<br>
Color: Black<br>
Weight: 35.2 lbs</p>",GOODDEGG,Furniture > Benches,Bench,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Bench, MINOT, LIVING ROOM FURNITURE",TRUE,Color,Black,,,,,,,,CM-OB1809,15966,shopify,20,deny,manual,267,,TRUE,FALSE,,,,,,CM-OB1809-Z.jpg,1,minot-patio-steel-bench,FALSE,MINOT Patio Steel Bench,Shop MINOT Patio Steel Bench. Contemporary style. Steel build. Color: Black. Free shipping. Buy now at GOODDEGG.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OB1809-Z.jpg,lb,,99,active
potter-patio-steel-bench,POTTER Patio Steel Bench,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
POTTER Patio Steel Bench adds a Contemporary touch while keeping the room feeling warm and welcoming. As a outdoor bench, it is designed to complement your space. Crafted from Steel, it is finished in Black tones that pair easily with surrounding decor.<br>
Product Dimensions: 50 2/5""L X 20 1/4""W X 34""H</p>

<p>Materials: Steel.<br>
Color: Black<br>
Weight: 35.2 lbs</p>",GOODDEGG,Furniture > Benches,Bench,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Bench, POTTER, LIVING ROOM FURNITURE",TRUE,Color,Black,,,,,,,,CM-OB1808,15966,shopify,20,deny,manual,267,,TRUE,FALSE,,,,,,CM-OB1808-Z.jpg,1,potter-patio-steel-bench,FALSE,POTTER Patio Steel Bench,Shop POTTER Patio Steel Bench. Contemporary style. Steel build. Color: Black. Free shipping. Buy now at GOODDEGG.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OB1808-Z.jpg,lb,,99,active
sintra-bench,SINTRA Bench,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with SINTRA Bench and its Contemporary character. This outdoor bench is made to fit naturally into the room. Finished in Black or Gray tones, the Steel, Polyspun build balances durability with visual appeal.<br>
Product Dimensions: 59""W X 15 3/4""D X 17 1/4""H</p>

<p>Materials: Steel, Polyspun.<br>
Color: Black or Gray<br>
Weight: 24 lbs</p>",GOODDEGG,Furniture > Benches,Bench,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Bench, SINTRA, LIVING ROOM FURNITURE",TRUE,Color,Black/Gray,,,,,,,,GM-2009,10886,shopify,20,deny,manual,300,,TRUE,FALSE,,,,,,GM-2009-WB-1.jpg,1,sintra-bench,FALSE,SINTRA Bench,"Shop SINTRA Bench. Contemporary style. Steel, Polyspun build. Color: Black/Gray. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2009-WB-1.jpg,lb,,120,active
sintra-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-2008-6PC-1.jpg,2,sintra-bench,,,,,,,,
skipper-shoe-storage-bench,SKIPPER Shoe Storage Bench,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with SKIPPER Shoe Storage Bench and its Contemporary character. This outdoor bench is made to fit naturally into the room. Finished in Natural or Gray tones, the Bamboo, Polyester build balances durability with visual appeal.<br>
Product Dimensions: 35.5""W X 13""D X 19.5""H</p>

<p>Materials: Bamboo, Polyester.<br>
Color: Natural or Gray<br>
Weight: 17.53 lbs</p>",GOODDEGG,Furniture > Benches,Bench,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Bench, SKIPPER, LIVING ROOM FURNITURE",TRUE,Color,Natural/Gray,,,,,,,,GM-5002,7951,shopify,20,deny,manual,165,,TRUE,FALSE,,,,,,GM-5002-WB-1.jpg,1,skipper-shoe-storage-bench,FALSE,SKIPPER Shoe Storage Bench,"Shop SKIPPER Shoe Storage Bench. Contemporary style. Bamboo, Polyester build. Color: Natural/Gray. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-5002-WB-1.jpg,lb,,69,active
zalika-patio-bench,ZALIKA Patio Bench,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with ZALIKA and designed for everyday comfort.<br>
This outdoor bench is made to fit naturally into the room. With quality materials and complementary tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 51.5&quot;W X 26.5&quot;D X 35&quot;H (SEAT HT: 19.5&quot;; SEAT DP: 18&quot;)<br>
Size: Varies by variant</p>

<p>Features<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: - | Dimensions: 51.5&quot;W X 26.5&quot;D X 35&quot;H (SEAT HT: 19.5&quot;; SEAT DP: 18&quot;) | Shipping (LxWxH): 53.1 x 27.6 x 20.9 in | Volume: 17.7 cuft</strong><br>
</p>

<p>Materials: See details in features.<br>
Color: Varies by variant<br>
Weight: Varies by variant</p>",GOODDEGG,Furniture > Benches,Bench,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Bench, ZALIKA, LIVING ROOM FURNITURE",TRUE,Type,Single Item,,,,,,,,FM80010BK-BN,,shopify,20,deny,manual,477,,TRUE,FALSE,,,,,,FM80010BK-T-4PC-BN-1.jpg,1,zalika-patio-bench,FALSE,ZALIKA Patio Bench,Shop ZALIKA Patio Bench. Free shipping. Buy now at GOODDEGG.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80010BK-T-4PC-BN-1.jpg,lb,,219,active
zalika-patio-bench,,,,,,,,,Single Item,,,,,,,,FM80010NT-BN,,shopify,20,deny,manual,477,,TRUE,FALSE,,,,,,FM80010NT-T-4PC-BN-1.jpg,2,zalika-patio-bench,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80010NT-T-4PC-BN-1.jpg,lb,,219,
alverta-foldable-chair,ALVERTA Foldable Chair,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with ALVERTA, styled in Modern and designed for everyday comfort.<br>
This outdoor chair is made to fit naturally into the room. With Steel, Mesh, Fabric and Black or Light Gray tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 33 1/2&quot;W X 28 1/4&quot;D X 57&quot;H<br>
Size: Varies by variant</p>

<p>Features<br>
- Steel<br>
- Mesh<br>
- Fabric<br>
- Set of two chairs for indoor or outdoor<br>
- Easy-store foldable design<br>
- Breathable and UV-resistant mesh<br>
- Includes cushion and pillow<br>
- Easy to assemble with included hardware kit<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: Black | Dimensions: 33 1/2&quot;W X 28 1/4&quot;D X 57&quot;H | Weight: 53.57 lbs | Shipping (LxWxH): 53.5 x 30 x 8.5 in | Volume: 7.9 cuft</strong><br>
- <strong>Size: - | Color: Light Gray | Dimensions: 33 1/2&quot;W X 28 1/4&quot;D X 57&quot;H | Weight: 53.37 lbs | Shipping (LxWxH): 53.5 x 30 x 8.5 in | Volume: 7.9 cuft</strong><br>
</p>

<p>Materials: Steel, Mesh, Fabric.<br>
Color: Black or Light Gray<br>
Weight: 53.37 - 53.57 lbs</p>",GOODDEGG,Furniture > Chairs,Chair,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Chair, ALVERTA, LIVING ROOM FURNITURE",TRUE,Color,Black,,,,,,,,GM-1014BK-2PK,24299,shopify,20,deny,manual,717,,TRUE,FALSE,,,,,,GM-1014BK-WB-1.jpg,1,alverta-foldable-chair,FALSE,ALVERTA Foldable Chair,"Shop ALVERTA Foldable Chair. Modern style. Steel, Mesh build. Multiple colors available. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1014BK-WB-1.jpg,lb,,259,active
alverta-foldable-chair,,,,,,,,,Light Gray,,,,,,,,GM-1014LG-2PK,24208,shopify,20,deny,manual,717,,TRUE,FALSE,,,,,,GM-1014BK-WB-2.jpg,2,alverta-foldable-chair,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1014LG-WB-1.jpg,lb,,259,
alverta-foldable-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1014LG-WB-1.jpg,3,alverta-foldable-chair,,,,,,,,
alverta-foldable-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1014LG-WB-2.jpg,4,alverta-foldable-chair,,,,,,,,
alverta-foldable-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1014LG-WB-3.jpg,5,alverta-foldable-chair,,,,,,,,
alycia-arm-chair-w-cushion-6-ctn,ALYCIA Arm Chair w/ Cushion (6/CTN),"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with ALYCIA Arm Chair w/ Cushion (6 or CTN) and its Transitional character. This outdoor chair is made to fit naturally into the room. Finished in White or Beige or Gray tones, the Aluminum, Polyester Canvas, build balances durability with visual appeal.<br>
Product Dimensions: 22 3/8""W X 27""D X 33 1/2-35 1/2""H</p>

<p>Materials: Aluminum, Polyester Canvas.<br>
Color: White or Beige or Gray<br>
Weight: 122.98 lbs</p>",GOODDEGG,Furniture > Chairs,Chair,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Chair, ALYCIA, LIVING ROOM FURNITURE",TRUE,Color,White/Beige/Gray,,,,,,,,CM-OT2141AC-6PK,55783,shopify,20,deny,manual,1590,,TRUE,FALSE,,,,,,CM-OT2141AC-1.jpg,1,alycia-arm-chair-w-cushion-6-ctn,FALSE,ALYCIA Arm Chair w/ Cushion (6/CTN),"Shop ALYCIA Arm Chair w/ Cushion (6/CTN). Transitional style. Aluminum, Polyester Canvas build. Color: White/Beige/Gray. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OT2141AC-1.jpg,lb,,590,active
alycia-arm-chair-w-cushion-6-ctn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OT2141-2.jpg,2,alycia-arm-chair-w-cushion-6-ctn,,,,,,,,
antigua-arm-chair,ANTIGUA Arm Chair,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with ANTIGUA Arm Chair and its Contemporary character. This outdoor chair is made to fit naturally into the room. Finished in Gun Metal or Brown or Gray tones, the Aluminum, Polyethylene Wicker, Polyspun build balances durability with visual appeal.<br>
Product Dimensions: 25 1/2""W X 29 1/2""D X 40 1/4""H</p>

<p>Materials: Aluminum, Polyethylene Wicker, Polyspun.<br>
Color: Gun Metal or Brown or Gray<br>
Weight: 30 lbs</p>",GOODDEGG,Furniture > Chairs,Chair,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Chair, ANTIGUA, LIVING ROOM FURNITURE",TRUE,Color,Gun Metal/Brown/Gray,,,,,,,,GM-1005,13608,shopify,20,deny,manual,330,,TRUE,FALSE,,,,,,GM-1005-1.jpg,1,antigua-arm-chair,FALSE,ANTIGUA Arm Chair,"Shop ANTIGUA Arm Chair. Contemporary style. Aluminum, Polyethylene Wicker build. Color: Gun Metal/Brown/Gray. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1005-1.jpg,lb,,140,active
antigua-arm-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1005-2.jpg,2,antigua-arm-chair,,,,,,,,
ashura-stacking-chair-2-stack,ASHURA Stacking Chair (2/STACK),"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with ASHURA Stacking Chair (2 or STACK) and its Contemporary character. As a outdoor chair, it is designed to complement your space. Finished in Gray tones, the Steel, Aluminum, PE Rattan Wicker, Polyester Fabric build balances durability with visual appeal.<br>
Product Dimensions: 23""W X 23.5""D X 35""H</p>

<p>Materials: Steel, Aluminum, PE Rattan Wicker, Polyester Fabric.<br>
Color: Gray<br>
Weight: 24.2 lbs</p>",GOODDEGG,Furniture > Chairs,Chair,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Chair, ASHURA, LIVING ROOM FURNITURE",TRUE,Color,Gray,,,,,,,,FM80006GY-CH-2PK,10977,shopify,20,deny,manual,360,,TRUE,FALSE,,,,,,FM80006GY-CH-1.jpg,1,ashura-stacking-chair-2-stack,FALSE,ASHURA Stacking Chair (2/STACK),"Shop ASHURA Stacking Chair (2/STACK). Contemporary style. Steel, Aluminum build. Color: Gray. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80006GY-CH-1.jpg,lb,,195,active
ashura-stacking-chair-8-stack,ASHURA Stacking Chair (8/STACK),"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
ASHURA Stacking Chair (8 or STACK) brings a Contemporary look to your home with a refined, comfortable feel. This outdoor chair is made to fit naturally into the room. The Steel, Aluminum, PE Rattan Wicker, Polyester Fabric construction is complemented by Gray tones for a polished look.<br>
Product Dimensions: 23""W X 23.5""D X 35""H</p>

<p>Materials: Steel, Aluminum, PE Rattan Wicker, Polyester Fabric.<br>
Color: Gray<br>
Weight: 88 lbs</p>",GOODDEGG,Furniture > Chairs,Chair,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Chair, ASHURA, LIVING ROOM FURNITURE",TRUE,Color,Gray,,,,,,,,FM80006GY-CH-8PK,39916,shopify,20,deny,manual,1200,,TRUE,FALSE,,,,,,FM80006GY-CH-1.jpg,1,ashura-stacking-chair-8-stack,FALSE,ASHURA Stacking Chair (8/STACK),"Shop ASHURA Stacking Chair (8/STACK). Contemporary style. Steel, Aluminum build. Color: Gray. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80006GY-CH-1.jpg,lb,,550,active
bordeaux-arm-chair-2-ctn,BORDEAUX Arm Chair (2 / CTN),"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with BORDEAUX Arm Chair (2 / CTN) and its Contemporary character. As a outdoor chair, it is designed to complement your space. Finished in Natural or Beige tones, the Aluminum, Stainless Steel, Polyspun Fabric build balances durability with visual appeal.<br>
Product Dimensions: 24""W X 26.5""D X 33""H</p>

<p>Materials: Aluminum, Stainless Steel, Polyspun Fabric.<br>
Color: Natural or Beige<br>
Weight: 50.76 lbs</p>",GOODDEGG,Furniture > Chairs,Chair,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Chair, BORDEAUX, LIVING ROOM FURNITURE",TRUE,Color,Natural/Beige,,,,,,,,GM-2019-2PK,23024,shopify,20,deny,manual,780,,TRUE,FALSE,,,,,,GM-2019-2PK-WB-1.jpg,1,bordeaux-arm-chair-2-ctn,FALSE,BORDEAUX Arm Chair (2 / CTN),"Shop BORDEAUX Arm Chair (2 / CTN). Contemporary style. Aluminum, Stainless Steel build. Color: Natural/Beige. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2019-2PK-WB-1.jpg,lb,,290,active
bordeaux-arm-chair-2-ctn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-2017-6PC.jpg,2,bordeaux-arm-chair-2-ctn,,,,,,,,
bordeaux-side-chair-2-ctn,BORDEAUX Side Chair (2 / CTN),"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
BORDEAUX Side Chair (2 / CTN) adds a Contemporary touch while keeping the room feeling warm and welcoming. As a outdoor chair, it is designed to complement your space. Crafted from Aluminum, Stainless Steel, Polyspun Fabric, it is finished in Natural or Beige tones that pair easily with surrounding decor.<br>
Product Dimensions: 20""W X 26.5""D X 33""H</p>

<p>Materials: Aluminum, Stainless Steel, Polyspun Fabric.<br>
Color: Natural or Beige<br>
Weight: 45.92 lbs</p>",GOODDEGG,Furniture > Chairs,Chair,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Chair, BORDEAUX, LIVING ROOM FURNITURE",TRUE,Color,Natural/Beige,,,,,,,,GM-2020-2PK,20829,shopify,20,deny,manual,690,,TRUE,FALSE,,,,,,GM-2020-2PK-WB-1.jpg,1,bordeaux-side-chair-2-ctn,FALSE,BORDEAUX Side Chair (2 / CTN),"Shop BORDEAUX Side Chair (2 / CTN). Contemporary style. Aluminum, Stainless Steel build. Color: Natural/Beige. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2020-2PK-WB-1.jpg,lb,,260,active
bordeaux-side-chair-2-ctn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-2017-6PC.jpg,2,bordeaux-side-chair-2-ctn,,,,,,,,
breeze-swing-chair,BREEZE Swing Chair,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with BREEZE, styled in Modern and designed for everyday comfort.<br>
This outdoor chair is made to fit naturally into the room. With Steel, Mesh, Fabric and Black or Dark Gray or Light Gray tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 28&quot;W X 34 1/4&quot;D X 46&quot;H<br>
Size: Varies by variant</p>

<p>Features<br>
- Steel<br>
- Mesh<br>
- Fabric<br>
- For indoor or outdoor use<br>
- Easy-store foldable design<br>
- Breathable and UV-resistant mesh<br>
- Includes back and seat cushions<br>
- Easy to assemble with included hardware kit<br>
- Max weight capacity: 220 lbs<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: Black | Dimensions: 28&quot;W X 34 1/4&quot;D X 46&quot;H | Weight: 31.08 lbs | Shipping (LxWxH): 48 x 29.5 x 4.5 in | Volume: 3.7 cuft</strong><br>
- <strong>Size: - | Color: Dark Gray | Dimensions: 28&quot;W X 34 1/4&quot;D X 46&quot;H | Weight: 31.08 lbs | Shipping (LxWxH): 48 x 29.5 x 4.5 in | Volume: 3.7 cuft</strong><br>
- <strong>Size: - | Color: Light Gray | Dimensions: 28&quot;W X 34 1/4&quot;D X 46&quot;H | Weight: 31.08 lbs | Shipping (LxWxH): 48 x 29.5 x 4.5 in | Volume: 3.7 cuft</strong><br>
</p>

<p>Materials: Steel, Mesh, Fabric.<br>
Color: Black or Dark Gray or Light Gray<br>
Weight: 31.08 lbs</p>",GOODDEGG,Furniture > Chairs,Chair,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Chair, BREEZE, LIVING ROOM FURNITURE",TRUE,Color,Black,,,,,,,,GM-1010BK,14098,shopify,20,deny,manual,357,,TRUE,FALSE,,,,,,GM-1010BK-1-Z.jpg,1,breeze-swing-chair,FALSE,BREEZE Swing Chair,"Shop BREEZE Swing Chair. Modern style. Steel, Mesh build. Multiple colors available. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1010BK-1-Z.jpg,lb,,139,active
breeze-swing-chair,,,,,,,,,Dark Gray,,,,,,,,GM-1010DG,14098,shopify,20,deny,manual,357,,TRUE,FALSE,,,,,,GM-1010BK-1.jpg,2,breeze-swing-chair,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1010DG-WB-1.jpg,lb,,139,
breeze-swing-chair,,,,,,,,,Light Gray,,,,,,,,GM-1010LG,14098,shopify,20,deny,manual,357,,TRUE,FALSE,,,,,,GM-1010DG-WB-1.jpg,3,breeze-swing-chair,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1010LG-WB-1.jpg,lb,,139,
breeze-swing-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1010LG-WB-1.jpg,4,breeze-swing-chair,,,,,,,,
crush-swing-chair,CRUSH Swing Chair,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with CRUSH, styled in Modern and designed for everyday comfort.<br>
This outdoor chair is made to fit naturally into the room. With Steel, Mesh, Fabric and Black or Dark Gray or Light Gray tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 28 1/4&quot;W X 29 1/2&quot;D X 43 1/4&quot;H<br>
Size: Varies by variant</p>

<p>Features<br>
- Steel<br>
- Mesh<br>
- Fabric<br>
- For indoor or outdoor use<br>
- Easy-store foldable design<br>
- Breathable and UV-resistant mesh<br>
- Includes back and seat cushions<br>
- Easy to assemble with included hardware kit<br>
- Max weight capacity: 220 lbs<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: Black | Dimensions: 28 1/4&quot;W X 29 1/2&quot;D X 43 1/4&quot;H | Weight: 27.78 lbs | Shipping (LxWxH): 51.3 x 29.3 x 4.5 in | Volume: 3.9 cuft</strong><br>
- <strong>Size: - | Color: Dark Gray | Dimensions: 28 1/4&quot;W X 29 1/2&quot;D X 43 1/4&quot;H | Weight: 27.78 lbs | Shipping (LxWxH): 51.3 x 29.3 x 4.5 in | Volume: 3.9 cuft</strong><br>
- <strong>Size: - | Color: Light Gray | Dimensions: 28 1/4&quot;W X 29 1/2&quot;D X 43 1/4&quot;H | Weight: 27.78 lbs | Shipping (LxWxH): 51.3 x 29.3 x 4.5 in | Volume: 3.9 cuft</strong><br>
</p>

<p>Materials: Steel, Mesh, Fabric.<br>
Color: Black or Dark Gray or Light Gray<br>
Weight: 27.78 lbs</p>",GOODDEGG,Furniture > Chairs,Chair,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Chair, CRUSH, LIVING ROOM FURNITURE",TRUE,Color,Black,,,,,,,,GM-1011BK,12601,shopify,20,deny,manual,357,,TRUE,FALSE,,,,,,GM-1011BK-WB-1.jpg,1,crush-swing-chair,FALSE,CRUSH Swing Chair,"Shop CRUSH Swing Chair. Modern style. Steel, Mesh build. Multiple colors available. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1011BK-WB-1.jpg,lb,,139,active
