Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pierro-5-pc-outdoor-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-D012BK-WB-3.jpg,6,pierro-5-pc-outdoor-dining-set,,,,,,,,
pierro-5-pc-outdoor-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-D012BK-WB-4.jpg,7,pierro-5-pc-outdoor-dining-set,,,,,,,,
pierro-5-pc-outdoor-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-D012BK-WB-5.jpg,8,pierro-5-pc-outdoor-dining-set,,,,,,,,
pierro-5-pc-outdoor-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-D012BK-WB-6.jpg,9,pierro-5-pc-outdoor-dining-set,,,,,,,,
arosa-outdoor-pop-up-canopy-10-x-10,AROSA Outdoor Pop-Up Canopy 10' X 10',"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with AROSA Outdoor Pop-Up Canopy 10' X 10' and its Transitional character. Built as a outdoor canopy, it pairs well with a wide range of interiors. Finished in Beige tones, the Metal, Fabric build balances durability with visual appeal.<br>
Product Dimensions: 136""W X 136""D X 112""H</p>

<p>Materials: Metal, Fabric.<br>
Color: Beige<br>
Weight: 34 lbs</p>",GOODDEGG,Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Canopies & Gazebos > Canopies,Canopy,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Canopy, AROSA, BEDROOM FURNITURE",TRUE,Color,Beige,,,,,,,,LA-A002BR,15422,shopify,20,deny,manual,327,,TRUE,FALSE,,,,,,LA-A002BR-1.jpg,1,arosa-outdoor-pop-up-canopy-10-x-10,FALSE,AROSA Outdoor Pop-Up Canopy 10' X 10',"Shop AROSA Outdoor Pop-Up Canopy 10' X 10'. Transitional style. Metal, Fabric build. Color: Beige. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/LA-A002BR-1.jpg,lb,,129,active
arosa-outdoor-pop-up-canopy-10-x-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-A002BR-WB-3.jpg,2,arosa-outdoor-pop-up-canopy-10-x-10,,,,,,,,
arosa-outdoor-pop-up-canopy-10-x-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-A002BR-WB-4.jpg,3,arosa-outdoor-pop-up-canopy-10-x-10,,,,,,,,
arosa-outdoor-pop-up-canopy-10-x-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-A002BR-WB-5.jpg,4,arosa-outdoor-pop-up-canopy-10-x-10,,,,,,,,
gordola-outdoor-canopy-13-x-10,GORDOLA Outdoor Canopy 13' X 10',"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
GORDOLA Outdoor Canopy 13' X 10' adds a Transitional touch while keeping the room feeling warm and welcoming. Built as a outdoor canopy, it pairs well with a wide range of interiors. Crafted from Metal, Fabric, it is finished in Brown tones that pair easily with surrounding decor.<br>
Product Dimensions: 121""W X 161""D X 120""H</p>

<p>Materials: Metal, Fabric.<br>
Color: Brown<br>
Weight: 106 lbs</p>",GOODDEGG,Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Canopies & Gazebos > Canopies,Canopy,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Canopy, GORDOLA, BEDROOM FURNITURE",TRUE,Color,Brown,,,,,,,,LA-A001BR,48081,shopify,20,deny,manual,717,,TRUE,FALSE,,,,,,LA-A001BR-1.jpg,1,gordola-outdoor-canopy-13-x-10,FALSE,GORDOLA Outdoor Canopy 13' X 10',"Shop GORDOLA Outdoor Canopy 13' X 10'. Transitional style. Metal, Fabric build. Color: Brown. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/LA-A001BR-1.jpg,lb,,289,active
gordola-outdoor-canopy-13-x-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-A001BR-WB-3.jpg,2,gordola-outdoor-canopy-13-x-10,,,,,,,,
gordola-outdoor-canopy-13-x-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-A001BR-WB-4.jpg,3,gordola-outdoor-canopy-13-x-10,,,,,,,,
gordola-outdoor-canopy-13-x-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-A001BR-WB-5.jpg,4,gordola-outdoor-canopy-13-x-10,,,,,,,,
gordola-outdoor-canopy-13-x-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-A001BR-WB-6.jpg,5,gordola-outdoor-canopy-13-x-10,,,,,,,,
nesta-outdoor-pop-up-canopy-6-x-6,NESTA Outdoor Pop-Up Canopy 6' X 6',"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with NESTA Outdoor Pop-Up Canopy 6' X 6', styled in Transitional and designed for everyday comfort. This outdoor canopy is made to fit naturally into the room. With Metal, Fabric and Burgundy tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 87""W X 89""D X 83""H</p>

<p>Materials: Metal, Fabric.<br>
Color: Burgundy<br>
Weight: 22 lbs</p>",GOODDEGG,Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Canopies & Gazebos > Canopies,Canopy,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Canopy, NESTA, BEDROOM FURNITURE",TRUE,Color,Burgundy,,,,,,,,LA-A003BD,9979,shopify,20,deny,manual,147,,TRUE,FALSE,,,,,,LA-A003BD-WB-2.jpg,1,nesta-outdoor-pop-up-canopy-6-x-6,FALSE,NESTA Outdoor Pop-Up Canopy 6' X 6',"Shop NESTA Outdoor Pop-Up Canopy 6' X 6'. Transitional style. Metal, Fabric build. Color: Burgundy. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/LA-A003BD-WB-2.jpg,lb,,59,active
nesta-outdoor-pop-up-canopy-6-x-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-A003BD-WB-3.jpg,2,nesta-outdoor-pop-up-canopy-6-x-6,,,,,,,,
nesta-outdoor-pop-up-canopy-6-x-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-A003BD-WB-4.jpg,3,nesta-outdoor-pop-up-canopy-6-x-6,,,,,,,,
nesta-outdoor-pop-up-canopy-6-x-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-A003BD-WB-5.jpg,4,nesta-outdoor-pop-up-canopy-6-x-6,,,,,,,,
nesta-outdoor-pop-up-canopy-6-x-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-A003BD-WB-6.jpg,5,nesta-outdoor-pop-up-canopy-6-x-6,,,,,,,,
bahia-tobago-reclining-chaise-lounge,BAHIA TOBAGO Reclining Chaise Lounge,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with BAHIA TOBAGO, styled in Contemporary and designed for everyday comfort.<br>
This outdoor chaise is made to fit naturally into the room. With Steel, FSC Certified 100% Teak Wood, Polyspun and Brown/Dark Gray or Gray tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: LOVESEAT: 46&quot;L X 36 1/2&quot;W X 29&quot;H, BENCH: 39 1/2&quot;W X 11 3/4&quot;D X 22&quot;H<br>
Size: Varies by variant</p>

<p>Features<br>
- Steel<br>
- FSC Certified 100% Teak Wood<br>
- Polyspun<br>
- Use as loveseat<br>
- lounge chair<br>
- or daybed<br>
- 5-way adjustable backrest<br>
- Foldable teak wood side tables<br>
- Storage bench doubles as coffee table<br>
- Bench can be stowed under the sofa<br>
- Includes cushions<br>
- and detachable head pillows<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: Brown/Dark Gray | Dimensions: LOVESEAT: 46&quot;L X 36 1/2&quot;W X 29&quot;H, BENCH: 39 1/2&quot;W X 11 3/4&quot;D X 22&quot;H | Weight: 97 lbs | Shipping (LxWxH): 46.1 x 29.9 x 24.6 in | Volume: 19.6 cuft</strong><br>
- <strong>Size: - | Color: Gray | Dimensions: LOVESEAT: 46&quot;L X 36 1/2&quot;W X 29&quot;H, BENCH: 39 1/2&quot;W X 11 3/4&quot;D X 22&quot;H | Weight: 97 lbs | Shipping (LxWxH): 46.1 x 29.9 x 24.6 in | Volume: 19.6 cuft</strong><br>
</p>

<p>Materials: Steel, FSC Certified 100% Teak Wood, Polyspun.<br>
Color: Brown/Dark Gray or Gray<br>
Weight: 97 lbs</p>",GOODDEGG,Furniture > Chairs > Chaises,Chaise,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Chaise, BAHIA TOBAGO, LIVING ROOM FURNITURE",TRUE,Color,Brown/Dark Gray,,,,,,,,GM-1009BR,43998,shopify,20,deny,manual,1197,,TRUE,FALSE,,,,,,GM-1009BR-1-Z.jpg,1,bahia-tobago-reclining-chaise-lounge,FALSE,BAHIA TOBAGO Reclining Chaise Lounge,Shop BAHIA TOBAGO Reclining Chaise Lounge. Multiple colors available. Free shipping from GOODDEGG. Buy now.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1009BR-1-Z.jpg,lb,,499,active
bahia-tobago-reclining-chaise-lounge,,,,,,,,,Gray,,,,,,,,GM-1009GY,43998,shopify,20,deny,manual,1197,,TRUE,FALSE,,,,,,GM-1009BR-2.jpg,2,bahia-tobago-reclining-chaise-lounge,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1009GY-WB-1.jpg,lb,,499,
bahia-tobago-reclining-chaise-lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1009BR-3.jpg,3,bahia-tobago-reclining-chaise-lounge,,,,,,,,
bahia-tobago-reclining-chaise-lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1009BR-4.jpg,4,bahia-tobago-reclining-chaise-lounge,,,,,,,,
bahia-tobago-reclining-chaise-lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1009BR-5.jpg,5,bahia-tobago-reclining-chaise-lounge,,,,,,,,
bahia-tobago-reclining-chaise-lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1009BR-6.jpg,6,bahia-tobago-reclining-chaise-lounge,,,,,,,,
bahia-tobago-reclining-chaise-lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1009GY-WB-1.jpg,7,bahia-tobago-reclining-chaise-lounge,,,,,,,,
bahia-tobago-reclining-chaise-lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1009GY-2.jpg,8,bahia-tobago-reclining-chaise-lounge,,,,,,,,
bahia-tobago-reclining-chaise-lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1009GY-3.jpg,9,bahia-tobago-reclining-chaise-lounge,,,,,,,,
bahia-tobago-reclining-chaise-lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1009GY-4.jpg,10,bahia-tobago-reclining-chaise-lounge,,,,,,,,
bahia-tobago-reclining-chaise-lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM-1009GY-5.jpg,11,bahia-tobago-reclining-chaise-lounge,,,,,,,,
boyle-dust-cover-for-chair-small-accessory,BOYLE Dust Cover for Chair - Small Accessory,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
BOYLE Dust Cover for Chair brings a Transitional look to your home with a refined, comfortable feel. As a outdoor accessory, it is designed to complement your space. The Waterproof Polyester Canvas construction is complemented by Light Brown tones for a polished look.<br>
Product Dimensions: 32 5/8""L X 36""W X 29 1/8""H<br>
Size: Small</p>

<p>Materials: Waterproof Polyester Canvas.<br>
Color: Light Brown<br>
Weight: 31.2 lbs</p>",GOODDEGG,Furniture > Outdoor Furniture Accessories > Outdoor Furniture Covers,Accessory,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Accessory, BOYLE, HOME DECOR & ACCESSORIES",TRUE,Size,Small,,,,,,,,CM-OS1999-M,14152,shopify,20,deny,manual,87,,TRUE,FALSE,,,,,,CM-OS1999-1.jpg,1,boyle-dust-cover-for-chair-small-accessory,FALSE,BOYLE Dust Cover for Chair - Small Accessory,Shop BOYLE Dust Cover for Chair - Small Accessory. Transitional style. Waterproof Polyester Canvas build. Size: Small. Free shipping. Buy now at GOODDEGG.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS1999-1.jpg,lb,,29,active
boyle-dust-cover-for-chair-small-accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS1999-2.jpg,2,boyle-dust-cover-for-chair-small-accessory,,,,,,,,
boyle-dust-cover-for-chair-small-accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS1999-3.jpg,3,boyle-dust-cover-for-chair-small-accessory,,,,,,,,
boyle-dust-cover-for-sofa-small-accessory,BOYLE Dust Cover for Sofa - Small Accessory,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with BOYLE Dust Cover for Sofa, styled in Transitional and designed for everyday comfort. This outdoor accessory is made to fit naturally into the room. With Waterproof Polyester Canvas and Light Brown tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 82""W X 36""D X 29 1/8""H<br>
Size: Small</p>

<p>Materials: Waterproof Polyester Canvas.<br>
Color: Light Brown<br>
Weight: 57.2 lbs</p>",GOODDEGG,Furniture > Outdoor Furniture Accessories > Outdoor Furniture Covers,Accessory,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Accessory, BOYLE, HOME DECOR & ACCESSORIES",TRUE,Size,Small,,,,,,,,CM-OS1998-M,25945,shopify,20,deny,manual,117,,TRUE,FALSE,,,,,,CM-OS1998-1.jpg,1,boyle-dust-cover-for-sofa-small-accessory,FALSE,BOYLE Dust Cover for Sofa - Small Accessory,Shop BOYLE Dust Cover for Sofa - Small Accessory. Transitional style. Waterproof Polyester Canvas build. Size: Small. Free shipping. Buy now at GOODDEGG.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS1998-1.jpg,lb,,49,active
boyle-dust-cover-for-sofa-small-accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS1998-2.jpg,2,boyle-dust-cover-for-sofa-small-accessory,,,,,,,,
boyle-dust-cover-for-sofa-small-accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS1998-3.jpg,3,boyle-dust-cover-for-sofa-small-accessory,,,,,,,,
brindsmade-6-pc-patio-set-w-coffee-table-2-end-tables-sofa-set,BRINDSMADE 6 Pc. Patio Set w/ Coffee Table + 2 End Tables Sofa Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with BRINDSMADE 6 Pc. Patio Set w/ Coffee Table and 2 End Tables and its Contemporary character. This outdoor sofa set is made to fit naturally into the room. Finished in Gray or Light Brrown tones, the Aluminum, Polyester Canvas, Faux Rattan, Tempered Glass build balances durability with visual appeal.<br>
Product Dimensions: SOFAS: 85 7/8""L X 33 7/8""W X 35""H</p>

<p>Materials: Aluminum, Polyester Canvas, Faux Rattan, Tempered Glass.<br>
Color: Gray or Light Brrown<br>
Weight: 238.4 lbs</p>",GOODDEGG,Furniture > Furniture Sets > Living Room Furniture Sets,Sofa Set,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Sofa Set, BRINDSMADE, LIVING ROOM FURNITURE",TRUE,Color,Gray/Light Brrown,,,,,,,,CM-OS1842GY-SET,108136,shopify,20,deny,manual,2997,,TRUE,FALSE,,,,,,CM-OS1842GY-1.jpg,1,brindsmade-6-pc-patio-set-w-coffee-table-2-end-tables-sofa-set,FALSE,BRINDSMADE 6 Pc. Patio Set w/ Coffee Table + 2 End Tables Sofa Set,Shop BRINDSMADE 6 Pc. Patio Set w/ Coffee Table + 2 End Tables Sofa Set. Color: Gray/Light Brrown. Free shipping from GOODDEGG. Buy now.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS1842GY-1.jpg,lb,,1199,active
brindsmade-6-pc-patio-set-w-coffee-table-2-end-tables-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS1842GY-2.jpg,2,brindsmade-6-pc-patio-set-w-coffee-table-2-end-tables-sofa-set,,,,,,,,
ilona-armless-chair-sofa-set,ILONA Armless Chair Sofa Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
ILONA Armless Chair brings a Contemporary look to your home with a refined, comfortable feel. As a outdoor sofa set, it is designed to complement your space. The Aluminum, Polyester Canvas, Faux Rattan construction is complemented by Brown or Beige tones for a polished look.<br>
Product Dimensions: 24 1/4""W X 27 1/2""D X 25 1/2 - 31""H</p>

<p>Materials: Aluminum, Polyester Canvas, Faux Rattan.<br>
Color: Brown or Beige<br>
Weight: 25 lbs</p>",GOODDEGG,Furniture > Furniture Sets > Living Room Furniture Sets,Sofa Set,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Sofa Set, ILONA, LIVING ROOM FURNITURE",TRUE,Color,Brown/Beige,,,,,,,,CM-OS2136-H,11340,shopify,20,deny,manual,390,,TRUE,FALSE,,,,,,CM-OS2136-H.jpg,1,ilona-armless-chair-sofa-set,FALSE,ILONA Armless Chair Sofa Set,"Shop ILONA Armless Chair Sofa Set. Contemporary style. Aluminum, Polyester Canvas build. Color: Brown/Beige. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS2136-H.jpg,lb,,149,active
ilona-armless-chair-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-3.jpg,2,ilona-armless-chair-sofa-set,,,,,,,,
ilona-armless-chair-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-2.jpg,3,ilona-armless-chair-sofa-set,,,,,,,,
ilona-armless-chair-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-4.jpg,4,ilona-armless-chair-sofa-set,,,,,,,,
ilona-armless-chair-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-5.jpg,5,ilona-armless-chair-sofa-set,,,,,,,,
ilona-armless-chair-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-6.jpg,6,ilona-armless-chair-sofa-set,,,,,,,,
ilona-armless-chair-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-7.jpg,7,ilona-armless-chair-sofa-set,,,,,,,,
ilona-armless-chair-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-8.jpg,8,ilona-armless-chair-sofa-set,,,,,,,,
ilona-armless-chair-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-9.jpg,9,ilona-armless-chair-sofa-set,,,,,,,,
ilona-armless-chair-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-10.jpg,10,ilona-armless-chair-sofa-set,,,,,,,,
ilona-coffee-table-sofa-set,ILONA Coffee Table Sofa Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with ILONA Coffee Table, styled in Contemporary and designed for everyday comfort. This outdoor sofa set is made to fit naturally into the room. With Aluminum, Polyester Canvas, Faux Rattan and Brown or Beige tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 34 5/8""L X 19 1/4""W X 13 3/4""H</p>

<p>Materials: Aluminum, Polyester Canvas, Faux Rattan.<br>
Color: Brown or Beige<br>
Weight: 26.5 lbs</p>",GOODDEGG,Furniture > Furniture Sets > Living Room Furniture Sets,Sofa Set,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Sofa Set, ILONA, LIVING ROOM FURNITURE",TRUE,Color,Brown/Beige,,,,,,,,CM-OS2136-F,12020,shopify,20,deny,manual,270,,TRUE,FALSE,,,,,,CM-OS2136-F.jpg,1,ilona-coffee-table-sofa-set,FALSE,ILONA Coffee Table Sofa Set,"Shop ILONA Coffee Table Sofa Set. Contemporary style. Aluminum, Polyester Canvas build. Color: Brown/Beige. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS2136-F.jpg,lb,,99,active
ilona-coffee-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-1.jpg,2,ilona-coffee-table-sofa-set,,,,,,,,
ilona-coffee-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-2.jpg,3,ilona-coffee-table-sofa-set,,,,,,,,
ilona-coffee-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-3.jpg,4,ilona-coffee-table-sofa-set,,,,,,,,
ilona-coffee-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-4.jpg,5,ilona-coffee-table-sofa-set,,,,,,,,
ilona-coffee-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-5.jpg,6,ilona-coffee-table-sofa-set,,,,,,,,
ilona-coffee-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-6.jpg,7,ilona-coffee-table-sofa-set,,,,,,,,
ilona-coffee-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-7.jpg,8,ilona-coffee-table-sofa-set,,,,,,,,
ilona-coffee-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-8.jpg,9,ilona-coffee-table-sofa-set,,,,,,,,
ilona-coffee-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-9.jpg,10,ilona-coffee-table-sofa-set,,,,,,,,
ilona-corner-sofa-set,ILONA Corner Sofa Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
ILONA Corner adds a Contemporary touch while keeping the room feeling warm and welcoming. Built as a outdoor sofa set, it pairs well with a wide range of interiors. Crafted from Aluminum, Polyester Canvas, Faux Rattan, it is finished in Brown or Beige tones that pair easily with surrounding decor.<br>
Product Dimensions: 27 1/2""W X 27 1/2""D X 31""H</p>

<p>Materials: Aluminum, Polyester Canvas, Faux Rattan.<br>
Color: Brown or Beige<br>
Weight: 33 lbs</p>",GOODDEGG,Furniture > Furniture Sets > Living Room Furniture Sets,Sofa Set,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Sofa Set, ILONA, LIVING ROOM FURNITURE",TRUE,Color,Brown/Beige,,,,,,,,CM-OS2136-C,14969,shopify,20,deny,manual,480,,TRUE,FALSE,,,,,,CM-OS2136-C-WB.jpg,1,ilona-corner-sofa-set,FALSE,ILONA Corner Sofa Set,"Shop ILONA Corner Sofa Set. Contemporary style. Aluminum, Polyester Canvas build. Color: Brown/Beige. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS2136-C-WB.jpg,lb,,179,active
ilona-corner-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-1.jpg,2,ilona-corner-sofa-set,,,,,,,,
ilona-corner-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-2.jpg,3,ilona-corner-sofa-set,,,,,,,,
ilona-corner-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-3.jpg,4,ilona-corner-sofa-set,,,,,,,,
ilona-corner-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-4.jpg,5,ilona-corner-sofa-set,,,,,,,,
ilona-corner-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-5.jpg,6,ilona-corner-sofa-set,,,,,,,,
ilona-corner-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-6.jpg,7,ilona-corner-sofa-set,,,,,,,,
ilona-corner-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-7.jpg,8,ilona-corner-sofa-set,,,,,,,,
ilona-corner-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-8.jpg,9,ilona-corner-sofa-set,,,,,,,,
ilona-corner-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-9.jpg,10,ilona-corner-sofa-set,,,,,,,,
ilona-end-table-sofa-set,ILONA End Table Sofa Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with ILONA End Table and its Contemporary character. As a outdoor sofa set, it is designed to complement your space. Finished in Brown or Beige tones, the Aluminum, Polyester Canvas, Faux Rattan build balances durability with visual appeal.<br>
Product Dimensions: 17 3/4""L X 17 3/4""W X 19 5/8""H</p>

<p>Materials: Aluminum, Polyester Canvas, Faux Rattan.<br>
Color: Brown or Beige<br>
Weight: 17 lbs</p>",GOODDEGG,Furniture > Furniture Sets > Living Room Furniture Sets,Sofa Set,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, 2026, Outdoor, Sofa Set, ILONA, LIVING ROOM FURNITURE",TRUE,Color,Brown/Beige,,,,,,,,CM-OS2136-G,7711,shopify,20,deny,manual,180,,TRUE,FALSE,,,,,,CM-OS2136-G.jpg,1,ilona-end-table-sofa-set,FALSE,ILONA End Table Sofa Set,"Shop ILONA End Table Sofa Set. Contemporary style. Aluminum, Polyester Canvas build. Color: Brown/Beige. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS2136-G.jpg,lb,,79,active
ilona-end-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-1.jpg,2,ilona-end-table-sofa-set,,,,,,,,
ilona-end-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-2.jpg,3,ilona-end-table-sofa-set,,,,,,,,
ilona-end-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-4.jpg,4,ilona-end-table-sofa-set,,,,,,,,
ilona-end-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-5.jpg,5,ilona-end-table-sofa-set,,,,,,,,
ilona-end-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM-OS2136-6.jpg,6,ilona-end-table-sofa-set,,,,,,,,
