"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"afton-12-euro-box-pocket-coil-mattress","AFTON 12"" Euro Box Pocket Coil Mattress","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
AFTON 12"" Euro Box Pocket Coil is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam, it brings a reliable, comfortable feel with White or Gray tones.</p>

<p>Materials: Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam.<br>
Color: White or Gray</p>

<p>Features<br>
- Supportive coil system for steady alignment</p>

<p><strong>California King</strong><br>Product Dimensions: 84""L X 72""W X 12""H<br>Weight: 90 lbs<br><br><strong>Eastern King</strong><br>Product Dimensions: 80""L X 76""W X 12""H<br>Weight: 90 lbs<br><br><strong>Full</strong><br>Product Dimensions: 75""L X 54""W X 12""H<br>Weight: 60 lbs<br><br><strong>Queen</strong><br>Product Dimensions: 80""L X 60""W X 12""H<br>Weight: 70 lbs<br><br></p>","GOODDEGG","Furniture > Beds & Accessories > Mattresses","Mattress","Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, AFTON, BEDROOM FURNITURE, 2026","TRUE","Size","Cal.King","","","","","","","","DM337CK-M","40823","shopify","20","deny","manual","1407","","TRUE","FALSE","","","","","","https://cdn.shopify.com/s/files/1/0268/6749/9079/files/DM337-Z_35665895-d28f-4184-9ff5-8c4865b46ccf.jpg?v=1772530047","1","afton-12-euro-box-pocket-coil-mattress","FALSE","AFTON 12"" Euro Box Pocket Coil California King | GOODDEGG","The AFTON Euro Box Pocket Coil supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.","https://cdn.shopify.com/s/files/1/0268/6749/9079/files/DM337-Z_35665895-d28f-4184-9ff5-8c4865b46ccf.jpg?v=1772530047","lb","","599","active"
"afton-12-euro-box-pocket-coil-mattress","AFTON 12"" Euro Box Pocket Coil Mattress","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
AFTON 12"" Euro Box Pocket Coil is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam, it brings a reliable, comfortable feel with White or Gray tones.</p>

<p>Materials: Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam.<br>
Color: White or Gray</p>

<p>Features<br>
- Supportive coil system for steady alignment</p>

<p><strong>California King</strong><br>Product Dimensions: 84""L X 72""W X 12""H<br>Weight: 90 lbs<br><br><strong>Eastern King</strong><br>Product Dimensions: 80""L X 76""W X 12""H<br>Weight: 90 lbs<br><br><strong>Full</strong><br>Product Dimensions: 75""L X 54""W X 12""H<br>Weight: 60 lbs<br><br><strong>Queen</strong><br>Product Dimensions: 80""L X 60""W X 12""H<br>Weight: 70 lbs<br><br></p>","GOODDEGG","Furniture > Beds & Accessories > Mattresses","Mattress","Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, AFTON, BEDROOM FURNITURE, 2026","TRUE","Size","E.King","","","","","","","","DM337EK-M","40823","shopify","20","deny","manual","1407","","TRUE","FALSE","","","","","","https://cdn.shopify.com/s/files/1/0268/6749/9079/files/DM337-EDGE_d63a8192-6464-4ede-b7ea-b57289a36c10.jpg?v=1772530047","2","afton-12-euro-box-pocket-coil-mattress","FALSE","AFTON 12"" Euro Box Pocket Coil Eastern King in White Gray | GOODD","The AFTON Euro Box Pocket Coil supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.","https://cdn.shopify.com/s/files/1/0268/6749/9079/files/DM337-Z_35665895-d28f-4184-9ff5-8c4865b46ccf.jpg?v=1772530047","lb","","599","active"
"afton-12-euro-box-pocket-coil-mattress","AFTON 12"" Euro Box Pocket Coil Mattress","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
AFTON 12"" Euro Box Pocket Coil is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam, it brings a reliable, comfortable feel with White or Gray tones.</p>

<p>Materials: Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam.<br>
Color: White or Gray</p>

<p>Features<br>
- Supportive coil system for steady alignment</p>

<p><strong>California King</strong><br>Product Dimensions: 84""L X 72""W X 12""H<br>Weight: 90 lbs<br><br><strong>Eastern King</strong><br>Product Dimensions: 80""L X 76""W X 12""H<br>Weight: 90 lbs<br><br><strong>Full</strong><br>Product Dimensions: 75""L X 54""W X 12""H<br>Weight: 60 lbs<br><br><strong>Queen</strong><br>Product Dimensions: 80""L X 60""W X 12""H<br>Weight: 70 lbs<br><br></p>","GOODDEGG","Furniture > Beds & Accessories > Mattresses","Mattress","Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, AFTON, BEDROOM FURNITURE, 2026","TRUE","Size","Full","","","","","","","","DM337F-M","27216","shopify","20","deny","manual","987","","TRUE","FALSE","","","","","","https://cdn.shopify.com/s/files/1/0268/6749/9079/files/DM337-QUILT_86533cb3-00da-4d91-bce6-833d72ece0ee.jpg?v=1772530047","3","afton-12-euro-box-pocket-coil-mattress","FALSE","AFTON 12"" Euro Box Pocket Coil Full in White Gray | GOODDEGG","The AFTON Euro Box Pocket Coil supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.","https://cdn.shopify.com/s/files/1/0268/6749/9079/files/DM337-Z_35665895-d28f-4184-9ff5-8c4865b46ccf.jpg?v=1772530047","lb","","399","active"
"afton-12-euro-box-pocket-coil-mattress","AFTON 12"" Euro Box Pocket Coil Mattress","<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
AFTON 12"" Euro Box Pocket Coil is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam, it brings a reliable, comfortable feel with White or Gray tones.</p>

<p>Materials: Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam.<br>
Color: White or Gray</p>

<p>Features<br>
- Supportive coil system for steady alignment</p>

<p><strong>California King</strong><br>Product Dimensions: 84""L X 72""W X 12""H<br>Weight: 90 lbs<br><br><strong>Eastern King</strong><br>Product Dimensions: 80""L X 76""W X 12""H<br>Weight: 90 lbs<br><br><strong>Full</strong><br>Product Dimensions: 75""L X 54""W X 12""H<br>Weight: 60 lbs<br><br><strong>Queen</strong><br>Product Dimensions: 80""L X 60""W X 12""H<br>Weight: 70 lbs<br><br></p>","GOODDEGG","Furniture > Beds & Accessories > Mattresses","Mattress","Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, AFTON, BEDROOM FURNITURE, 2026","TRUE","Size","Queen","","","","","","","","DM337Q-M","31751","shopify","20","deny","manual","1227","","TRUE","FALSE","","","","","","https://cdn.shopify.com/s/files/1/0268/6749/9079/files/MATTRESS-LOGO_78e5d30a-d822-43e1-8e27-1cb727463e35.jpg?v=1772530047","4","afton-12-euro-box-pocket-coil-mattress","FALSE","AFTON 12"" Euro Box Pocket Coil Queen in White Gray | GOODDEGG","The AFTON Euro Box Pocket Coil supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.","https://cdn.shopify.com/s/files/1/0268/6749/9079/files/DM337-Z_35665895-d28f-4184-9ff5-8c4865b46ccf.jpg?v=1772530047","lb","","499","active"
