Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
merced-bed,,,,,,,,,E.King,,,Light Gray,,,,,FM72007LG-EK-BED,78136,shopify,20,deny,manual,897,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM72007LG-1.jpg,2,merced-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM72007LG-1.jpg,lb,,399,
merced-bed,,,,,,,,,Queen,,,Ivory,,,,,FM72007BG-Q-BED,71051,shopify,20,deny,manual,747,,TRUE,FALSE,,,,,,,3,merced-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM72007BG-1.jpg,lb,,339,
merced-bed,,,,,,,,,Queen,,,Light Gray,,,,,FM72007LG-Q-BED,71051,shopify,20,deny,manual,747,,TRUE,FALSE,,,,,,,4,merced-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM72007LG-1.jpg,lb,,339,
merthyr-bed,merthyr bed,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with MERTHYR, styled in Transitional and designed for everyday comfort.<br>
This bedroom bed is made to fit naturally into the room. With Solid Wood, Oak Veneer, Others and Brown tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Varies by variant (see Variant Details below).<br>
Size: Queen, E.King</p>

<p>Features<br>
- Solid Wood<br>
- Oak Veneer<br>
- Others<br>
- Curved Panel Headboard<br>
<strong>Variant Details</strong><br>
- <strong>Size: Queen | Color: Brown | Dimensions: 65.5&quot;W X 93&quot;D X 56&quot;H | Weight: 114.6 lbs | Volume: 18.7 cuft</strong><br>
- <strong>Size: E.King | Color: Brown | Dimensions: 81.5&quot;W X 93&quot;D X 56&quot;H | Weight: 167.49 lbs | Volume: 23.1 cuft</strong><br>
</p>

<p>Materials: Solid Wood, Oak Veneer, Others.<br>
Color: Brown<br>
Weight: 114.6 - 167.49 lbs</p>",GOODDEGG,Furniture > Beds & Accessories > Beds & Bed Frames,Bed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Bed, MERTHYR, BEDROOM FURNITURE",TRUE,Size,Queen,,,,,,,,FM7431BR-Q-BED,51982,shopify,20,deny,manual,717,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7431BR-1-Z.jpg,1,merthyr-bed,FALSE,merthyr bed,"Shop merthyr bed. Transitional style. Solid Wood, Oak Veneer build. Multiple sizes available. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7431BR-1-Z.jpg,lb,,319,active
merthyr-bed,,,,,,,,,E.King,,,,,,,,FM7431BR-EK-BED,75972,shopify,20,deny,manual,837,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7431BR-2.jpg,2,merthyr-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7431BR-1-Z.jpg,lb,,359,
merthyr-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7431BR-4.jpg,3,merthyr-bed,,,,,,,,
midhurst-bed,midhurst bed,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with MIDHURST, styled in Transitional and designed for everyday comfort.<br>
This bedroom bed is made to fit naturally into the room. With Solid Rubberwood, White Oak Veneer, Engineered Wood and Oak tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Varies by variant (see Variant Details below).<br>
Size: Queen, E.King</p>

<p>Features<br>
- Solid Rubberwood<br>
- White Oak Veneer<br>
- Engineered Wood<br>
- Channel Padded Headboard<br>
- Angled Bracketed Feet<br>
- Foundation Required<br>
<strong>Variant Details</strong><br>
- <strong>Size: Queen | Color: Oak | Dimensions: 63&quot;W X 86.5&quot;D X 64&quot;H | Weight: 194.7 lbs | Volume: 18.8 cuft</strong><br>
- <strong>Size: E.King | Color: Oak | Dimensions: 79&quot;W X 86.5&quot;D X 64&quot;H | Weight: 233.2 lbs | Volume: 23.4 cuft</strong><br>
</p>

<p>Materials: Solid Rubberwood, White Oak Veneer, Engineered Wood.<br>
Color: Oak<br>
Weight: 194.7 - 233.2 lbs</p>",GOODDEGG,Furniture > Beds & Accessories > Beds & Bed Frames,Bed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Bed, MIDHURST, BEDROOM FURNITURE",TRUE,Size,Queen,,,,,,,,FM7600AK-Q-BED,88314,shopify,20,deny,manual,1047,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7600AK-1-Z.jpg,1,midhurst-bed,FALSE,midhurst bed,"Shop midhurst bed. Transitional style. Solid Rubberwood, White Oak Veneer build. Multiple sizes available. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7600AK-1-Z.jpg,lb,,439,active
midhurst-bed,,,,,,,,,E.King,,,,,,,,FM7600AK-EK-BED,105778,shopify,20,deny,manual,1257,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7600AK-2.jpg,2,midhurst-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7600AK-1-Z.jpg,lb,,529,
midhurst-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7600AK-3.jpg,3,midhurst-bed,,,,,,,,
midhurst-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7600AK-WB-1.jpg,4,midhurst-bed,,,,,,,,
midhurst-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7600AK-WB-2.jpg,5,midhurst-bed,,,,,,,,
midhurst-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7600AK-WB-3.jpg,6,midhurst-bed,,,,,,,,
midhurst-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7600AK-WB-4.jpg,7,midhurst-bed,,,,,,,,
midhurst-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7600AK-WB-5.jpg,8,midhurst-bed,,,,,,,,
midhurst-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7600AK-WB-6.jpg,9,midhurst-bed,,,,,,,,
midhurst-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7600AK-WB-7.jpg,10,midhurst-bed,,,,,,,,
morcote-bed,morcote bed,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with MORCOTE, styled in Glam and designed for everyday comfort.<br>
This bedroom bed is made to fit naturally into the room. With Solid Rubberwood &amp; Teakwood, Engineered Wood, Laminate and Ash Gray/Indigo Blue tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Varies by variant (see Variant Details below).<br>
Size: Queen, E.King</p>

<p>Features<br>
- Solid Rubberwood &amp; Teakwood<br>
- Engineered Wood<br>
- Laminate<br>
- Wooden Indigo Panels<br>
- Geo Chrome Molding<br>
- Mattress Ready<br>
<strong>Variant Details</strong><br>
- <strong>Size: Queen | Color: Ash Gray/Indigo Blue | Dimensions: 64&quot;W X 84&quot;D X 54.5&quot;H | Weight: 224.5 lbs | Volume: 23.4 cuft</strong><br>
- <strong>Size: E.King | Color: Ash Gray/Indigo Blue | Dimensions: 81&quot;W X 84&quot;D X 54.5&quot;H | Weight: 267.55 lbs | Volume: 26.1 cuft</strong><br>
</p>

<p>Materials: Solid Rubberwood &amp; Teakwood, Engineered Wood, Laminate.<br>
Color: Ash Gray/Indigo Blue<br>
Weight: 224.5 - 267.55 lbs</p>",GOODDEGG,Furniture > Beds & Accessories > Beds & Bed Frames,Bed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Bed, MORCOTE, BEDROOM FURNITURE",TRUE,Size,Queen,,,,,,,,FM7250BL-Q-BED,101831,shopify,20,deny,manual,1257,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7250BL-1-Z.jpg,1,morcote-bed,FALSE,morcote bed,"Shop morcote bed. Glam style. Solid Rubberwood & Teakwood, Engineered Wood build. Multiple sizes available. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7250BL-1-Z.jpg,lb,,499,active
morcote-bed,,,,,,,,,E.King,,,,,,,,FM7250BL-EK-BED,121359,shopify,20,deny,manual,1497,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7250BL-2.jpg,2,morcote-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7250BL-1-Z.jpg,lb,,589,
morcote-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7250BL-3.jpg,3,morcote-bed,,,,,,,,
mysen-bed,mysen bed,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with MYSEN, styled in Contemporary and designed for everyday comfort.<br>
This bedroom bed is made to fit naturally into the room. With Melamine, Paper Veneer, Engineered Wood and White Wash tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Varies by variant (see Variant Details below).<br>
Size: Full, Queen, E.King</p>

<p>Features<br>
- Melamine<br>
- Paper Veneer<br>
- Engineered Wood<br>
- Headboard Shelves w/ Light<br>
- Black Metal Handles<br>
- French Dovetail Drawer<br>
- Center Metal Glide<br>
- Melamine Top on Nightstand<br>
- Dresser and Chest<br>
<strong>Variant Details</strong><br>
- <strong>Size: Full | Color: White Wash | Dimensions: 85.2&quot;L X 57&quot;W X 51&quot;H | Weight: 117.5 lbs | Volume: 17.9 cuft</strong><br>
- <strong>Size: Queen | Color: White Wash | Dimensions: 63&quot;W X 85&quot;D X 51&quot;H | Weight: 128.04 lbs | Volume: 20 cuft</strong><br>
- <strong>Size: E.King | Color: White Wash | Dimensions: 79&quot;W X 90&quot;D X 51&quot;H | Weight: 147.23 lbs | Volume: 23.6 cuft</strong><br>
</p>

<p>Materials: Melamine, Paper Veneer, Engineered Wood.<br>
Color: White Wash<br>
Weight: 117.5 - 147.23 lbs</p>",GOODDEGG,Furniture > Beds & Accessories > Beds & Bed Frames,Bed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Bed, MYSEN, BEDROOM FURNITURE",TRUE,Size,Full,,,,,,,,FM7202WH-F-BED,53297,shopify,20,deny,manual,597,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7202WH-1-Z.jpg,1,mysen-bed,FALSE,mysen bed,"Shop mysen bed. Contemporary style. Melamine, Paper Veneer build. Multiple sizes available. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7202WH-1-Z.jpg,lb,,279,active
mysen-bed,,,,,,,,,Queen,,,,,,,,FM7202WH-Q-BED,58078,shopify,20,deny,manual,627,,TRUE,FALSE,,,,,,,2,mysen-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7202WH-1-Z.jpg,lb,,289,
mysen-bed,,,,,,,,,E.King,,,,,,,,FM7202WH-EK-BED,66782,shopify,20,deny,manual,837,,TRUE,FALSE,,,,,,,3,mysen-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7202WH-1-Z.jpg,lb,,359,
naucalpan-storage-bed,naucalpan storage bed,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with NAUCALPAN, styled in Traditional and designed for everyday comfort.<br>
This bedroom bed is made to fit naturally into the room. With Fabric, Solid Wood, Engineered Wood, Metal and White tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Varies by variant (see Variant Details below).<br>
Size: Twin, Full, Queen</p>

<p>Features<br>
- Fabric<br>
- Solid Wood<br>
- Engineered Wood<br>
- Metal<br>
- Tufted Upholstery Headboard<br>
- Bracketed Feet<br>
- Cedarwood-Lined Bottom Drawers<br>
- Lychee Patter on Drawer Front<br>
- Metal Side Glide<br>
- Mattress Ready<br>
<strong>Variant Details</strong><br>
- <strong>Size: Twin | Color: White | Dimensions: 46.5&quot;W X 81&quot;D X 55.5&quot;H | Weight: 146.3 lbs | Volume: 22.4 cuft</strong><br>
- <strong>Size: Full | Color: White | Dimensions: 61.5&quot;W X 81&quot;D X 55.5&quot;H | Weight: 167.64 lbs | Volume: 28.9 cuft</strong><br>
- <strong>Size: Queen | Color: White | Dimensions: 67.5&quot;W X 86.5&quot;D X 62&quot;H | Weight: 197.56 lbs | Volume: 33.4 cuft</strong><br>
</p>

<p>Materials: Fabric, Solid Wood, Engineered Wood, Metal.<br>
Color: White<br>
Weight: 146.3 - 197.56 lbs</p>",GOODDEGG,Furniture > Beds & Accessories > Beds & Bed Frames,Bed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Bed, NAUCALPAN, BEDROOM FURNITURE",TRUE,Size,Twin,,,,,,,,FM7456WH-T-BED,66361,shopify,20,deny,manual,1197,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7456WH-1-Z.jpg,1,naucalpan-storage-bed,FALSE,naucalpan storage bed,"Shop naucalpan storage bed. Traditional style. Fabric, Solid Wood build. Multiple sizes available. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7456WH-1-Z.jpg,lb,,509,active
naucalpan-storage-bed,,,,,,,,,Full,,,,,,,,FM7456WH-F-BED,76040,shopify,20,deny,manual,1227,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7456WH-2.jpg,2,naucalpan-storage-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7456WH-1-Z.jpg,lb,,539,
naucalpan-storage-bed,,,,,,,,,Queen,,,,,,,,FM7456WH-Q-BED,89612,shopify,20,deny,manual,1257,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7456WH-WB-1.jpg,3,naucalpan-storage-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7456WH-1-Z.jpg,lb,,559,
naucalpan-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7456WH-WB-2.jpg,4,naucalpan-storage-bed,,,,,,,,
naucalpan-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7456WH-WB-3.jpg,5,naucalpan-storage-bed,,,,,,,,
naucalpan-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7456WH-WB-4.jpg,6,naucalpan-storage-bed,,,,,,,,
newquay-bed,newquay bed,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with NEWQUAY, styled in Contemporary and designed for everyday comfort.<br>
This bedroom bed is made to fit naturally into the room. With Chenille Fabric, Solid Wood, Plastic, Engineered Wood and Charcoal or Gray or White tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Varies by variant (see Variant Details below).<br>
Size: E.King, Queen</p>

<p>Features<br>
- Chenille Fabric<br>
- Solid Wood<br>
- Plastic<br>
- Engineered Wood<br>
- Mattress Ready<br>
- Vertical Channels around Frame<br>
<strong>Variant Details</strong><br>
- <strong>Size: E.King | Color: Charcoal | Dimensions: 97&quot;W X 107.5&quot;D X 36.5&quot;H | Weight: 260.5 lbs | Volume: 86.2 cuft</strong><br>
- <strong>Size: E.King | Color: Gray | Dimensions: 97&quot;W X 107.5&quot;D X 36.5&quot;H | Weight: 260.05 lbs | Volume: 85.1 cuft</strong><br>
- <strong>Size: E.King | Color: White | Dimensions: 97&quot;W X 107.5&quot;D X 36.5&quot;H | Weight: 260.05 lbs | Volume: 94.5 cuft</strong><br>
- <strong>Size: Queen | Color: Charcoal | Dimensions: 81&quot;W X 107.5&quot;D X 36.5&quot;H | Weight: 237.2 lbs | Volume: 74.4 cuft</strong><br>
- <strong>Size: Queen | Color: Gray | Dimensions: 81&quot;W X 107.5&quot;D X 36.5&quot;H | Weight: 234.62 lbs | Volume: 82.1 cuft</strong><br>
- <strong>Size: Queen | Color: White | Dimensions: 81&quot;W X 107.5&quot;D X 36.5&quot;H | Weight: 234.62 lbs | Volume: 82.1 cuft</strong><br>
</p>

<p>Materials: Chenille Fabric, Solid Wood, Plastic, Engineered Wood.<br>
Color: Charcoal or Gray or White<br>
Weight: 234.62 - 260.5 lbs</p>",GOODDEGG,Furniture > Beds & Accessories > Beds & Bed Frames,Bed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Bed, NEWQUAY, BEDROOM FURNITURE",TRUE,Size,E.King,,Color,Charcoal,,,,,FM7260BK-EK-BED,118161,shopify,20,deny,manual,2217,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260BK-1-Z.jpg,1,newquay-bed,FALSE,newquay bed,"Shop newquay bed. Contemporary style. Chenille Fabric, Solid Wood build. Multiple sizes and colors available. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260BK-1-Z.jpg,lb,,1049,active
newquay-bed,,,,,,,,,E.King,,,Gray,,,,,FM7260GY-EK-BED,117957,shopify,20,deny,manual,2217,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260BK-2.jpg,2,newquay-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260GY-1-Z.jpg,lb,,1049,
newquay-bed,,,,,,,,,E.King,,,White,,,,,FM7260WH-EK-BED,117957,shopify,20,deny,manual,2217,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260BK-3.jpg,3,newquay-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260WH-1-Z.jpg,lb,,1049,
newquay-bed,,,,,,,,,Queen,,,Charcoal,,,,,FM7260BK-Q-BED,107592,shopify,20,deny,manual,1917,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260GY-1-Z.jpg,4,newquay-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260BK-1-Z.jpg,lb,,899,
newquay-bed,,,,,,,,,Queen,,,Gray,,,,,FM7260GY-Q-BED,106422,shopify,20,deny,manual,1917,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260GY-2.jpg,5,newquay-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260GY-1-Z.jpg,lb,,899,
newquay-bed,,,,,,,,,Queen,,,White,,,,,FM7260WH-Q-BED,106422,shopify,20,deny,manual,1917,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260GY-3.jpg,6,newquay-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260WH-1-Z.jpg,lb,,899,
newquay-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260WH-1-Z.jpg,7,newquay-bed,,,,,,,,
newquay-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260WH-2.jpg,8,newquay-bed,,,,,,,,
newquay-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7260WH-3.jpg,9,newquay-bed,,,,,,,,
nicoli-queen-metal-bed-w-storage,NICOLI Queen Metal Bed w/ Storage,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
NICOLI Metal Bed w/ Storage brings a Contemporary look to your home with a refined, comfortable feel. Built as a bedroom bed, it pairs well with a wide range of interiors. The Metal construction is complemented by White tones for a polished look.<br>
Product Dimensions: 62""W X 82""D X 37.5""H<br>
Size: Queen Bonus storage &amp; convenience features (from matching set pieces): USB Outlet on Headboard</p>

<p>Materials: Metal.<br>
Color: White<br>
Weight: 90.2 lbs</p>",GOODDEGG,Furniture > Beds & Accessories > Beds & Bed Frames,Bed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Bed, NICOLI, BEDROOM FURNITURE",TRUE,Title,Default Title,,,,,,,,FM7901WH-Q,40914,shopify,20,deny,manual,477,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7901WH-Q-1-Z.jpg,1,nicoli-queen-metal-bed-w-storage,FALSE,NICOLI Queen Metal Bed w/ Storage,Shop NICOLI Queen Metal Bed w/ Storage. Contemporary style. Metal build. Size: Queen. Free shipping. Buy now at GOODDEGG.,,lb,,199,active
nicoli-queen-metal-bed-w-storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7901WH-Q-2.jpg,2,nicoli-queen-metal-bed-w-storage,,,,,,,,
nicoli-queen-metal-bed-w-storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7901WH-Q-3.jpg,3,nicoli-queen-metal-bed-w-storage,,,,,,,,
nicoli-queen-metal-bed-w-storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7901WH-Q-WB-1.jpg,4,nicoli-queen-metal-bed-w-storage,,,,,,,,
nicoli-queen-metal-bed-w-storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7901WH-Q-WB-4.jpg,5,nicoli-queen-metal-bed-w-storage,,,,,,,,
nicoli-queen-metal-bed-w-storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7901WH-Q-WB-7.jpg,6,nicoli-queen-metal-bed-w-storage,,,,,,,,
northville-queen-bed,NORTHVILLE Queen Bed,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Make the room feel complete with NORTHVILLE Bed and its Transitional character. Built as a bedroom bed, it pairs well with a wide range of interiors. Finished in Dark Cherry tones, the Solid Wood, Wood Veneer, build balances durability with visual appeal.<br>
Product Dimensions: 97 1/8""L X 64""W X 56 7/8""H<br>
Size: Queen</p>

<p>Features<br>
- Made with solid wood &amp; wood veneer Bonus storage &amp; convenience features (from matching set pieces): Curved Headboard w/ Drawer Footboards<br>
USB or Power Outlet in Night Stand<br>
Felt-lined Hidden Drawer in Dresser<br>
English Dovetail Drawer Construction</p>

<p>Materials: Solid Wood, Wood Veneer.<br>
Color: Dark Cherry<br>
Weight: 209 lbs</p>",GOODDEGG,Furniture > Beds & Accessories > Beds & Bed Frames,Bed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Bed, NORTHVILLE, BEDROOM FURNITURE",TRUE,Title,Default Title,,,,,,,,CM7683Q-BED,94801,shopify,20,deny,manual,1377,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7683-1-1.jpg,1,northville-queen-bed,FALSE,NORTHVILLE Queen Bed,"Shop NORTHVILLE Queen Bed. Transitional style. Solid Wood, Wood Veneer build. Size: Queen. Free shipping. Buy now at GOODDEGG.",,lb,,539,active
northville-queen-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7683-3.jpg,2,northville-queen-bed,,,,,,,,
northville-queen-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7683-4.jpg,3,northville-queen-bed,,,,,,,,
northville-queen-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7683-1.jpg,4,northville-queen-bed,,,,,,,,
